ds,y,yhat,yhat_lower,yhat_upper
2018-08-13,3.33,4.8621106245298,-0.34719152262959785,10.071412771689197
2018-08-14,1.33,4.8621106245298,-0.34791800684608987,10.07213925590569
2018-08-15,8.34,4.8621106245298,-0.34864438977604806,10.072865638835648
2018-08-16,3.33,4.8621106245298,-0.3493706714618252,10.073591920521425
2018-08-17,2.33,4.8621106245298,-0.3500968519457457,10.074318101005346
2018-08-18,6.33,4.8621106245298,-0.3508229312700992,10.075044180329698
2018-08-19,6.33,4.8621106245298,-0.3515489094771542,10.075770158536754
2018-08-20,4.0,4.8621106245298,-0.3522747866091409,10.07649603566874
2018-08-21,2.34,4.8621106245298,-0.3530005627082664,10.077221811767867
2018-08-22,5.0,4.8621106245298,-0.35372623781670676,10.077947486876306
2018-08-23,5.0,4.8621106245298,-0.3544518119766069,10.078673061036206
2018-08-24,4.0,4.8621106245298,-0.3551772852300852,10.079398534289684
2018-08-25,3.67,4.8621106245298,-0.35590265761923057,10.08012390667883
2018-08-26,11.33,4.8621106245298,-0.3566279291860992,10.0808491782457
2018-08-27,3.34,4.8621106245298,-0.3573530999727206,10.08157434903232
2018-08-28,2.0,4.8621106245298,-0.35807817002109577,10.082299419080694
2018-08-29,6.67,4.8621106245298,-0.3588031393731965,10.083024388432797
2018-08-30,2.33,4.8621106245298,-0.35952800807096263,10.083749257130563
2018-08-31,4.34,4.8621106245298,-0.360252776156309,10.084474025215908
2018-09-01,2.34,4.8621106245298,-0.3609774436711186,10.085198692730717
2018-09-02,6.68,4.8621106245298,-0.36170201065724417,10.085923259716843
2018-09-03,1.0,4.8621106245298,-0.36242647715651355,10.086647726216114
2018-09-04,4.0,4.8621106245298,-0.36315084321072266,10.087372092270321
2018-09-05,6.5,4.8621106245298,-0.363875108861639,10.088096357921238
2018-09-06,6.66,4.8621106245298,-0.3645992741510007,10.0888205232106
2018-09-07,2.0,4.8621106245298,-0.3653233391205193,10.089544588180118
2018-09-08,10.0,4.8621106245298,-0.36604730381187345,10.090268552871473
2018-09-09,4.0,4.8621106245298,-0.36677116826671696,10.090992417326316
2018-09-10,7.0,4.8621106245298,-0.36749493252667165,10.091716181586271
2018-09-11,9.0,4.8621106245298,-0.3682185966333327,10.092439845692933
2019-10-09,,5.502451199393533,0.23321384236016307,10.771688556426904
2019-10-10,,5.502451199393533,0.23263132652577934,10.772271072261287
2019-10-11,,5.502451199393533,0.2320488750744678,10.772853523712598
2019-10-12,,5.502451199393533,0.23146648798488645,10.773435910802181
2019-10-13,,5.502451199393533,0.2308841652357021,10.774018233551365
2019-10-14,,5.502451199393533,0.2303019068055967,10.77460049198147
2019-10-15,,5.502451199393533,0.22971971267326108,10.775182686113805
2019-10-16,,5.502451199393533,0.22913758281739938,10.775764815969668
2019-10-17,,5.502451199393533,0.2285555172167264,10.77634688157034
2019-10-18,,5.502451199393533,0.22797351584997116,10.776928882937096
2019-10-19,,5.502451199393533,0.22739157869587245,10.777510820091194
2019-10-20,,5.502451199393533,0.2268097057331806,10.778092693053885
2019-10-21,,5.502451199393533,0.22622789694065748,10.77867450184641
2019-10-22,,5.502451199393533,0.2256461522970774,10.77925624648999
2019-10-23,,5.502451199393533,0.22506447178122713,10.77983792700584
2019-10-24,,5.502451199393533,0.22448285537190404,10.780419543415164
2019-10-25,,5.502451199393533,0.2239013030479171,10.78100109573915
2019-10-26,,5.502451199393533,0.2233198147880886,10.78158258399898
2019-10-27,,5.502451199393533,0.22273839057124878,10.782164008215819
2019-10-28,,5.502451199393533,0.22215703037624301,10.782745368410824
2019-10-29,,5.502451199393533,0.22157573418192822,10.783326664605138
2019-10-30,,5.502451199393533,0.22099450196717108,10.783907896819896
2019-10-31,,5.502451199393533,0.2204133337108507,10.784489065076215
2019-11-01,,5.502451199393533,0.21983222939185776,10.785070169395208
2019-11-02,,5.502451199393533,0.21925118898909535,10.785651209797972
2019-11-03,,5.502451199393533,0.21867021248147633,10.78623218630559
2019-11-04,,5.502451199393533,0.2180892998479278,10.786813098939138
2019-11-05,,5.502451199393533,0.2175084510673857,10.787393947719682
2019-11-06,,5.502451199393533,0.21692766611879932,10.787974732668268
2019-11-07,,5.502451199393533,0.2163469449811295,10.788555453805937
