ds,y,yhat,yhat_lower,yhat_upper
2018-08-13,2.0,3.2663671353842396,-0.6103582546314761,7.143092525399956
2018-08-14,5.0,3.2478969032961444,-0.6402729954124458,7.136066802004734
2018-08-15,1.0,2.8418872126267773,-1.0570658781906932,6.740840303444248
2018-08-16,5.0,3.0117550169765606,-0.9016966257641013,6.925206659717222
2018-08-17,1.0,3.181442153937149,-0.742563979388883,7.105448287263181
2018-08-18,0.0,2.7789317978106785,-1.1543329647655005,6.712196560386857
2018-08-19,6.0,2.7546315998609288,-1.1921500687496107,6.701413268471468
2018-08-20,3.0,3.0509171529231622,-0.907458858954489,7.009293164800813
2018-08-21,4.0,2.7602290783621046,-1.2065254993943637,6.726983656118573
2018-08-22,4.0,2.5384500292433088,-1.4401213986472268,6.517021457133844
2018-08-23,3.0,2.8560309572015714,-1.1349447928563485,6.847006707259491
2018-08-24,4.0,2.750188330314446,-1.2489739008962433,6.7493505615251355
2018-08-25,2.5,2.3878221852238677,-1.6212265150302998,6.396870885478036
2018-08-26,4.3,2.616801460432966,-1.4048032281591638,6.638406149025096
2018-08-27,1.0,2.711946802298391,-1.3182291096314027,6.742122714228184
2018-08-28,3.0,2.3079549687078926,-1.730419553671465,6.34632949108725
2018-08-29,3.0,2.3672709805579153,-1.6829470116568412,6.417488972772672
2018-08-30,2.0,2.6186607198095,-1.4408435812956641,6.678165020914665
2018-08-31,4.0,2.2834552379113755,-1.7830942274428963,6.350004703265647
2018-09-01,2.0,2.1450591802449828,-1.9318841899202028,6.222002550410169
2018-09-02,2.0,2.4615826076678333,-1.6253266379491356,6.548491853284802
2018-09-03,4.0,2.283395829177035,-1.8100259293882974,6.376817587742368
2018-09-04,2.0,1.9799844606524593,-2.1220336367002517,6.08200255800517
2018-09-05,2.0,2.252523705814428,-1.859706826221689,6.364754237850544
2018-09-06,0.0,2.271011452203929,-1.847755668322426,6.389778572730284
2018-09-07,7.7,1.8852186437520937,-2.240446230374043,6.01088351787823
2018-09-08,1.0,2.0200394447143513,-2.115386487275601,6.155465376704304
2018-09-09,5.0,2.215013793865032,-1.9273550225617666,6.357382610291831
2018-09-10,2.0,1.8536191020426471,-2.294364032381714,6.001602236467009
2018-09-11,4.0,1.8005896225807305,-2.356011988498489,5.95719123365995
2019-10-09,,2.066795754607536,-1.8996337441941424,6.033225253409214
2019-10-10,,2.196571001907036,-1.786343642035083,6.179485645849155
2019-10-11,,1.9812872645089714,-2.017948276190439,5.980522805208382
2019-10-12,,2.2308608073338885,-1.796139754038598,6.257861368706375
2019-10-13,,2.0204324826984066,-2.0208067150762345,6.061671680473047
2019-10-14,,2.2007995449762086,-1.8663793946332699,6.2679784845856865
2019-10-15,,2.109223269695411,-1.9724292913701928,6.190875830761015
2019-10-16,,2.1427991192143496,-1.9606769932095487,6.246275231638248
2019-10-17,,2.1974935911260713,-1.9220468581424965,6.317034040394639
2019-10-18,,2.111195912197224,-2.026016964781289,6.248408789175737
2019-10-19,,2.237014595277521,-1.9174046107486111,6.391433801303653
2019-10-20,,2.139281551790827,-2.0304769388254016,6.309040042407055
2019-10-21,,2.2154012547755815,-1.9707388578824392,6.401541367433602
2019-10-22,,2.216687351831479,-1.9846906322746554,6.418065335937613
2019-10-23,,2.1634394984546024,-2.0516969741393316,6.378575971048536
2019-10-24,,2.298410082884155,-1.9332612508189628,6.530081416587273
2019-10-25,,2.131716606799304,-2.110883437101829,6.374316650700437
2019-10-26,,2.3378789055346507,-1.9222868856566206,6.598044696725922
2019-10-27,,2.154221433453765,-2.1152477317948994,6.4236905987024295
2019-10-28,,2.3198277127986033,-1.9664878496858806,6.606143275283087
2019-10-29,,2.2250653773468536,-2.0705181561388115,6.520648910832518
2019-10-30,,2.2698259811844443,-2.040138628460181,6.57979059082907
2019-10-31,,2.3042060649330836,-2.0160830665391334,6.6244951964053005
2019-11-01,,2.234671482649909,-2.0971950009897125,6.5665379662895305
2019-11-02,,2.347003121632714,-1.9961833753174392,6.690189618582867
2019-11-03,,2.2486001121479675,-2.104408853885602,6.6016090781815375
2019-11-04,,2.3358516791881265,-2.02824116383402,6.699944522210274
2019-11-05,,2.3096708699719666,-2.0639983495031013,6.683340089447034
2019-11-06,,2.2915300923253907,-2.0916186193464457,6.674678803997227
2019-11-07,,2.3825602956898697,-2.0110147550186213,6.776135346398361
