ds,yhat,yhat_lower,yhat_upper
2019-10-09,3.6029714970224607,0.7903179685095154,6.162661653845376
2019-10-10,3.5165016921085313,1.007887574556648,6.36621746582581
2019-10-11,3.581634933966681,1.0337012342451528,6.304689822293818
2019-10-12,4.2023562619238914,1.610742640459382,6.994445850825191
2019-10-13,4.41969086960717,1.715051701755447,7.127220575211515
2019-10-14,3.5048196079863145,0.950562366891275,6.076184699765094
2019-10-15,3.309297079817831,0.7108279477472563,5.865627475945807
2019-10-16,3.4232589105242286,0.795178081452763,5.945352477104644
2019-10-17,3.3170416086047347,0.6454546265368873,5.895216498395158
2019-10-18,3.365374734731311,0.6472467152540987,6.1520580987900635
2019-10-19,3.9727699449970957,1.233164348207676,6.616397996875989
2019-10-20,4.180704258068199,1.6707354777251044,6.637966740554174
2019-10-21,3.2607222770206947,0.6257017971759542,5.900946329817222
2019-10-22,3.064643094257699,0.5647869992424605,5.75559316790827
2019-10-23,3.182758786692957,0.4719006821598966,5.691443791233068
2019-10-24,3.0854481764975374,0.26953213050513053,5.653515522905852
2019-10-25,3.147365771407264,0.42935474640707444,5.799423714084555
2019-10-26,3.772830571509421,1.0705525105120715,6.519477952395422
2019-10-27,4.003012136369526,1.3874875121806798,6.504123041411902
2019-10-28,3.109038608120798,0.35500595244199623,5.526086562484578
2019-10-29,2.9422123045163877,0.3858932025464286,5.661736128734848
2019-10-30,3.0922195978886187,0.5256777737121238,5.763315744049035
2019-10-31,3.0287584913231917,0.5662524348532416,5.625003234357797
2019-11-01,3.125743475836539,0.5771522802956351,5.8713593188065545
2019-11-02,3.7867119669135856,0.940432389608165,6.138425007710187
2019-11-03,4.052029277236175,1.5485534373466798,6.680321874642424
2019-11-04,3.192016346725959,0.6183534764239026,5.744521944139248
2019-11-05,3.0571853441404078,0.6665171890216749,5.951534487010351
2019-11-06,3.236469344050129,0.4870835011549049,5.837213938328039
2019-11-07,3.1988689794728478,0.6182268247395264,5.776490390198342
