ds,y,yhat,yhat_lower,yhat_upper
2018-08-13,0.0,0.36560263991750097,-1.741054017231671,2.472259297066673
2018-08-14,0.0,0.7194209152736663,-1.3878707868872286,2.826712617434561
2018-08-15,2.0,0.533611246602193,-1.5739641286248265,2.6411866218292124
2018-08-16,3.0,0.3851793275339044,-1.722548264992644,2.492906920060453
2018-08-17,1.0,0.6636311587845944,-1.4447427721120367,2.7720050896812256
2018-08-18,1.0,0.5675018218531982,-1.5410621229698565,2.6760657666762526
2018-08-19,0.0,0.3925798603285562,-1.7161122301544174,2.50127195081153
2018-08-20,0.0,0.6843714682469905,-1.4313266516960819,2.800069588190063
2018-08-21,1.0,0.5430430066205204,-1.572807682602496,2.658893695843537
2018-08-22,1.0,0.4432554574036992,-1.6726800475880008,2.559190962395399
2018-08-23,0.0,0.6831586498653524,-1.4333763882614696,2.7996936879921743
2018-08-24,0.0,0.5297325053653916,-1.5868974187604692,2.646362429491252
2018-08-25,0.0,0.45617184216307194,-1.6605245662330064,2.5728682505591505
2018-08-26,0.0,0.6805764507363581,-1.4367032256512033,2.7978561271239197
2018-08-27,0.0,0.5179040752023842,-1.5994294797569106,2.6352376301616793
2018-08-28,1.0,0.46901122316548216,-1.6483716380398037,2.586394084370768
2018-08-29,1.0,0.6767729892764186,-1.4411692057421783,2.7947151842950158
2018-08-30,0.0,0.5075509323798382,-1.6104178087349366,2.6255196734946127
2018-08-31,1.0,0.48162819312065486,-1.636374639612685,2.5996310258539945
2018-09-01,1.0,0.6718971937016507,-1.4466345945992902,2.7904289820025916
2018-09-02,0.0,0.49865050664841015,-1.6198913784412985,2.6171923917381186
2018-09-03,0.0,0.4938935599175003,-1.62466974089083,2.6124568607258305
2018-09-04,0.0,0.6660970032142465,-1.4529597462811217,2.7851537527096144
2018-09-05,0.0,0.4911661135417683,-1.627892635894617,2.6102248629781535
2018-09-06,0.0,0.5056943119511972,-1.6133760621310096,2.624764686033404
2018-09-07,0.0,0.659517746547888,-1.4600067850143317,2.779042278110108
2018-09-08,0.0,0.4850486365493716,-1.6344759150180528,2.604573188116796
2018-09-09,0.0,0.5169334039122576,-1.6025960005924995,2.636462808417015
2018-09-10,3.0,0.6523007000367628,-1.4676411051591067,2.772242505232632
2018-09-11,0.0,0.48023819898982145,-1.6397058406691922,2.600182238648835
2019-10-09,,0.6426914490568865,-1.4840505785130929,2.769433476626866
2019-10-10,,0.5021025563914011,-1.6247259218720802,2.6289310346548826
2019-10-11,,0.5801628893002431,-1.546665605323082,2.706991383923568
2019-10-12,,0.6400719857608509,-1.4870415419579395,2.7671855134796415
2019-10-13,,0.5280308630442168,-1.5993261473751321,2.6553878734635656
2019-10-14,,0.5343175291544771,-1.5930400314264117,2.6616750897353656
2019-10-15,,0.6998921123190258,-1.4275568844498596,2.8273411090879113
2019-10-16,,0.5907795172564524,-1.5394260869391156,2.72098512145202
2019-10-17,,0.5241933399777844,-1.6060228229460436,2.6544095029016126
2019-10-18,,0.6292960478780821,-1.5009272140419174,2.7595193097980815
2019-10-19,,0.6319843810314515,-1.4985826371124986,2.7625513991754014
2019-10-20,,0.5271900220297011,-1.603464590985399,2.6578446350448015
2019-10-21,,0.5851061563264826,-1.5455499170302005,2.7157622296831656
2019-10-22,,0.6526818455888206,-1.4781557107674312,2.7835194019450724
2019-10-23,,0.5559934429692258,-1.5750616518622786,2.68704853780073
2019-10-24,,0.5459532295306799,-1.5851024139045375,2.6770088729658976
2019-10-25,,0.6454056616207796,-1.4856941754363913,2.7765054986779507
2019-10-26,,0.5963720443424445,-1.5350172609312671,2.727761349616156
2019-10-27,,0.527430088870658,-1.6039703952883608,2.658830573029677
2019-10-28,,0.6149050645545041,-1.5164961138234725,2.746306242932481
2019-10-29,,0.6303393538859338,-1.5012940199908367,2.761972727762704
2019-10-30,,0.5354164894344446,-1.5962957421361796,2.667128721005069
2019-10-31,,0.5752700901939449,-1.5564454522577114,2.706985632645601
2019-11-01,,0.6439169426321399,-1.487904032268779,2.7757379175330588
2019-11-02,,0.5643424058056392,-1.5676547058801589,2.6963395174914373
2019-11-03,,0.5433787743065536,-1.5886187228318653,2.6753762714449727
2019-11-04,,0.6326592253807045,-1.499356156625169,2.764674607386578
2019-11-05,,0.6003459355741422,-1.5318825685074344,2.7325744396557186
2019-11-06,,0.5316643242283089,-1.6005762610238414,2.663904909480459
2019-11-07,,0.6028040193855265,-1.5294367722872493,2.735044811058302
