ds,yhat,yhat_lower,yhat_upper
2019-10-09,9.243772474086898,1.3354676045981426,17.279805620044492
2019-10-10,9.099541179412885,1.1559058455145304,16.586925286814832
2019-10-11,9.627182491651618,1.6058700036695654,17.357886756150172
2019-10-12,9.196606635396625,1.4281885287378746,16.50682356352849
2019-10-13,8.990309920039312,1.678665087579424,16.81309441320782
2019-10-14,9.704143388141418,1.8175858011712194,17.400386687250062
2019-10-15,9.148311583868564,1.3347703665368642,17.41675122351965
2019-10-16,9.182540836427687,1.9961931606670482,16.976791834160938
2019-10-17,9.02358475471131,1.5439473867299218,16.465292026730108
2019-10-18,9.546067506467708,1.6520849517553031,17.20725567257585
2019-10-19,9.119061395064694,1.2115165525314457,16.576425427845997
2019-10-20,8.923996169351025,1.4500871988901498,16.394209084282426
2019-10-21,9.655460075774306,2.0526681333437424,17.370545495325246
2019-10-22,9.122236528249402,1.4917462700288542,16.41341032211927
2019-10-23,9.18251478182135,1.1578119540795802,17.073049080843543
2019-10-24,9.051441164823634,1.5523495684360231,16.61867997550105
2019-10-25,9.602010199021901,1.9443358790179788,17.79265705213981
2019-10-26,9.20169080793854,1.6046970214139702,17.07172133525058
2019-10-27,9.030383702657724,1.008413062002529,16.878652365028458
2019-10-28,9.781268611416195,2.260753833023551,17.268584775663903
2019-10-29,9.261883926330443,1.692260100349119,17.11122797651
2019-10-30,9.329375927879397,1.4608680132880287,16.548862038373027
2019-10-31,9.198083028074606,0.7995406399926659,16.514372944601917
2019-11-01,9.740453391056073,2.0791660194488935,17.203641635194014
2019-11-02,9.323690331997499,1.373762121003194,17.174495278892994
2019-11-03,9.127720979189201,1.3987511585590546,17.323441985562546
2019-11-04,9.846046474481794,2.092748763388604,17.562841762023016
2019-11-05,9.286816120439381,1.7111689834423087,16.658060284049014
2019-11-06,9.308062702378313,1.284974806400144,16.838896227003378
2019-11-07,9.125264726604133,1.627078617309361,16.755939088733864
