ds,y,yhat,yhat_lower,yhat_upper
2018-08-13,3.33,5.207490361230979,0.02557628319481786,10.38940443926714
2018-08-14,1.33,4.709807614984806,-0.47480129457697373,9.894416524546585
2018-08-15,8.34,4.854632333504605,-0.33078380998677215,10.040048476995981
2018-08-16,3.33,4.988197250192218,-0.1973320220561332,10.173726522440568
2018-08-17,2.33,4.822533502872637,-0.3662186455964793,10.011285651341753
2018-08-18,6.33,4.88838320088784,-0.30064715231480577,10.077413554090485
2018-08-19,6.33,5.254461674683932,0.0654250345644023,10.443498314803461
2018-08-20,4.0,4.7776170835448895,-0.42500977904190496,9.980243946131683
2018-08-21,2.34,4.96335167285476,-0.23934812438721575,10.166051470096736
2018-08-22,5.0,4.996579945267842,-0.2061858448478624,10.199345735383547
2018-08-23,5.0,4.780920941760908,-0.4249340317012136,9.986775915223031
2018-08-24,4.0,4.999049477618427,-0.2068067864031704,10.204905741640024
2018-08-25,3.67,4.958308608216992,-0.24786209346916088,10.164479309903145
2018-08-26,11.33,4.796477258444226,-0.41229314683019425,10.005247663718647
2018-08-27,3.34,5.024086868514389,-0.18469608063400234,10.232869817662781
2018-08-28,2.0,4.920416892889536,-0.28908809755527365,10.129921883334346
2018-08-29,6.67,4.821840359046503,-0.3896279499827724,10.033308668075778
2018-08-30,2.33,5.037415677156564,-0.17408134967060107,10.248912703983729
2018-08-31,4.34,4.886474295081816,-0.32622944402095033,10.099178034184582
2018-09-01,2.34,4.853914773343367,-0.360109484204469,10.067939030891203
2018-09-02,6.68,5.0391511180260276,-0.17489297196943632,10.253195208021491
2018-09-03,1.0,4.85933895754954,-0.35636381156373886,10.07504172666282
2018-09-04,4.0,4.889299954571153,-0.32718162994706557,10.10578153908937
2018-09-05,6.5,5.030446722155943,-0.18603629241204622,10.246929736723931
2018-09-06,6.66,4.8409686188238,-0.377491284710068,10.059428522357669
2018-09-07,2.0,4.9246286940520605,-0.2942234554461418,10.143480843550263
2018-09-08,10.0,5.01328744611244,-0.20557965409589674,10.232154546320778
2018-09-09,4.0,4.832331832923511,-0.3886337650033411,10.053297430850364
2018-09-10,7.0,4.956869167235406,-0.2642581172396259,10.177996451710438
2018-09-11,9.0,4.990227778404288,-0.23100106648971952,10.211456623298295
2019-10-09,,5.3680161536336675,0.11941879858828308,10.616613508679052
2019-10-10,,5.475164126880284,0.22442364234555168,10.725904611415018
2019-10-11,,5.520904167357529,0.27013852584852494,10.771669808866534
2019-10-12,,5.374961189876337,0.12379035517375225,10.626132024578922
2019-10-13,,5.3586216046739485,0.10664402739391843,10.61059918195398
2019-10-14,,5.565073546989409,0.3130958500469996,10.817051243931818
2019-10-15,,5.142824323225085,-0.11102861110709927,10.396677257557268
2019-10-16,,5.4202612848789755,0.15938100236683184,10.68114156739112
2019-10-17,,5.475324333929773,0.21186931200251813,10.738779355857028
2019-10-18,,5.411695706576413,0.14814542851731005,10.675245984635517
2019-10-19,,5.476385005103772,0.21078350647282473,10.741986503734719
2019-10-20,,5.413350275518401,0.147746624421913,10.67895392661489
2019-10-21,,5.468690323681392,0.20188292776744543,10.73549771959534
2019-10-22,,5.4219138697296305,0.15500738233877165,10.68882035712049
2019-10-23,,5.456178229278617,0.18874592233847043,10.723610536218764
2019-10-24,,5.433180881677691,0.1653166845767693,10.701045078778613
2019-10-25,,5.44299369799779,0.17495408791257905,10.711033308083
2019-10-26,,5.443345436440078,0.17449924852368692,10.712191624356468
2019-10-27,,5.43238674433373,0.16348396660019748,10.701289522067263
2019-10-28,,5.449861440236431,0.1799550881568921,10.71976779231597
2019-10-29,,5.426120426983716,0.15617607706125902,10.696064776906173
2019-10-30,,5.4517625822940055,0.18086477273204782,10.722660391855964
2019-10-31,,5.42440740158309,0.15343968023613197,10.695375122930049
2019-11-01,,5.449500294101962,0.177791515760779,10.721209072443145
2019-11-02,,5.4262550650081,0.15438715717807305,10.698122972838126
2019-11-03,,5.444464705073649,0.17209754755958784,10.71683186258771
2019-11-04,,5.430026826239504,0.15736068982150275,10.702692962657505
2019-11-05,,5.438391369629533,0.16540967782484017,10.711373061434227
2019-11-06,,5.434021882899561,0.1605962168062982,10.707447548992825
2019-11-07,,5.432833262533342,0.15919628436260602,10.706470240704078
