ds,yhat,yhat_lower,yhat_upper
2019-10-09,2.362656286159859,-0.037696541008715,5.149963098981377
2019-10-10,2.345679082918508,-0.2082125866536134,4.802801286999111
2019-10-11,2.544623452195205,-0.05128605755977318,5.067613283797236
2019-10-12,3.044964317622779,0.5336371986466385,5.548938994178948
2019-10-13,2.7804541041748667,0.022558714852682984,5.41075294861386
2019-10-14,2.7039145716255377,0.2921703820399851,5.186807085686191
2019-10-15,2.8765042452872134,0.3119220809103119,5.514738631892542
2019-10-16,2.5064443093173994,-0.19342118820648016,5.17462521867633
2019-10-17,2.480656077763402,-0.0587367147914978,5.177222421423066
2019-10-18,2.6659925878939528,0.15766459196341967,5.253419404765676
2019-10-19,3.14821472546926,0.7309101165697416,5.842182973485755
2019-10-20,2.861460870499933,0.3247090039607139,5.440656720509382
2019-10-21,2.7590318989192246,0.0853191080138553,5.440673791564699
2019-10-22,2.9026496090731544,0.32389950696345843,5.654234147701043
2019-10-23,2.501171583714873,-0.09015897720822992,5.063317465967304
2019-10-24,2.4422157986513926,0.05309093328393174,4.871597127180707
2019-10-25,2.5933777663155717,-0.04029285316383095,5.100142629900379
2019-10-26,3.0411909112421758,0.5077589806372428,5.437323456584858
2019-10-27,2.720579491629462,-0.08419697418651167,5.267540744229595
2019-10-28,2.5856262597687927,-0.015956740546505633,5.442161628167675
2019-10-29,2.6988133118786406,0.06415268475478214,5.342858196948753
2019-10-30,2.269719535563558,-0.30116832475288957,4.848139104594914
2019-10-31,2.186628370351831,-0.6366948879354845,4.825945085185598
2019-11-01,2.3177290711960854,-0.04947689505604189,5.049706413381918
2019-11-02,2.750062561046443,0.36524836522624166,5.233341249886302
2019-11-03,2.4189615534836366,-0.21822671058760534,5.292850626917777
2019-11-04,2.278807473204799,-0.25571946376356264,4.743885325589399
2019-11-05,2.3922629190532927,-0.26056841516129503,4.967888872014549
2019-11-06,1.968963322820362,-0.4709468613649034,4.6272638815048746
2019-11-07,1.8971217078670881,-0.8361186518964829,4.404935135681378
